title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
Targeting ageing with rapamycin and its derivatives in humans: a systematic review.,Lee DJW; Hodzic Kuerec A; Maier AB,2024.0,The lancet. Healthy longevity,,38310895.0,https://pubmed.ncbi.nlm.nih.gov/38310895/,"Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Intermittent fasting and longevity: From animal models to implication for humans.,Strilbytska O; Klishch S; Storey KB; Koliada A; Lushchak O,2024.0,Ageing research reviews,,38499159.0,https://pubmed.ncbi.nlm.nih.gov/38499159/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,fasting,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical Activity and Epigenetic Aging in Breast Cancer Treatment.,Moulton C; Grazioli E; Ibáñez-Cabellos JS; Murri A; Cerulli C; Silvestri M; Caporossi D; Pallardó FV,2024.0,International journal of molecular sciences,,39201283.0,https://pubmed.ncbi.nlm.nih.gov/39201283/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Ageing and Human Gut Microbiome: The Taxonomic and Functional Transition Towards an Elderly-Type Microbiome,Rampelli Simone; Turroni Silvia; Candela Marco,2023.0,Healthy Ageing and Longevity,10.1007/978-3-031-14023-5_2,,https://doi.org/10.1007/978-3-031-14023-5_2,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Cross-senolytic effects of dasatinib and quercetin in humans,Tkemaladze Jaba,2023.0,GEORGIAN SCIENTISTS,10.52340/2023.05.03.15,,https://doi.org/10.52340/2023.05.03.15,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Resistance Training and Frail Adults,Boone Tommy,2022.0,Exercise Medicine for the Frailty Syndrome,10.4324/9781003119920-12,,https://doi.org/10.4324/9781003119920-12,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Dasatinib and Quercetin: Short-term Simultaneous Administration Yields Senolytic Effect in Humans,Jaba Tkemaladze,2022.0,Issues and Developments in Medicine and Medical Research Vol. 2,10.9734/bpi/idmmr/v2/15155d,,https://doi.org/10.9734/bpi/idmmr/v2/15155d,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,animal_experiment,human,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"A Review on Aging, Sarcopenia, Falls, and Resistance Training in Community-Dwelling Older Adults.",Rodrigues F; Domingos C; Monteiro D; Morouço P,2022.0,International journal of environmental research and public health,,35055695.0,https://pubmed.ncbi.nlm.nih.gov/35055695/,"Journal Article; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
[Physical Activity and Mental Health in the Elderly].,Hemmeter UM; Ngamsri T,2022.0,Praxis,,35291872.0,https://pubmed.ncbi.nlm.nih.gov/35291872/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Benefits of Resistance Training in Older Adults.,Syed-Abdul MM,2021.0,Current aging science,,33176670.0,https://pubmed.ncbi.nlm.nih.gov/33176670/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Current Evidence and Possible Future Applications of Creatine Supplementation for Older Adults.,Candow DG; Forbes SC; Kirk B; Duque G,2021.0,Nutrients,,33652673.0,https://pubmed.ncbi.nlm.nih.gov/33652673/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,supplements,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
[Physical exercise impact on variables related to emotional and functional well-being in older adults].,Belmonte Darraz S; González-Roldán AM; de María Arrebola J; Montoro-Aguilar CI,2021.0,Revista espanola de geriatria y gerontologia,,33775433.0,https://pubmed.ncbi.nlm.nih.gov/33775433/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
International Exercise Recommendations in Older Adults (ICFSR): Expert Consensus Guidelines.,Izquierdo M; Merchant RA; Morley JE; Anker SD; Aprahamian I; Arai H; Aubertin-Leheudre M; Bernabei R,2021.0,"The journal of nutrition, health & aging",,34409961.0,https://pubmed.ncbi.nlm.nih.gov/34409961/,"Consensus Statement; Journal Article; Practice Guideline; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The Sustained Impact of a Medical School-Based Physical Activity Module on Interns' Perceived Competence in Advising Older Adults About Exercise,Jadczak Agathe Daria; Visvanathan R.,2020.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2019.39,,https://doi.org/10.14283/jfa.2019.39,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Multi-Component Exercise with High-Intensity, Free-Weight, Functional Resistance Training in Pre-Frail Females: A Quasi-Experimental, Pilot Study",Bray N.W.; Jones G.J.; Rush K.L.; Jones C.A.; Jakobi Jennifer M.,2020.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2020.13,,https://doi.org/10.14283/jfa.2020.13,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Oral collagen supplementation for skin aging: A fad or the future?,Jhawar N; Wang JV; Saedi N,2020.0,Journal of cosmetic dermatology,,31411379.0,https://pubmed.ncbi.nlm.nih.gov/31411379/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,supplements,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Physical exercise in the prevention and treatment of Alzheimer's disease.,De la Rosa A; Olaso-Gonzalez G; Arc-Chagnaud C; Millan F; Salvador-Pascual A; García-Lucerga C; Blasco-Lafarga C; Garcia-Dominguez E,2020.0,Journal of sport and health science,,32780691.0,https://pubmed.ncbi.nlm.nih.gov/32780691/,"Journal Article; Research Support, Non-U.S. Gov't; Review",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic effect of dasatinib and quercetin on human beings,Tkemaladze Jaba,2019.0,Biomedical Research,10.4066/biomedicalresearch-c1-026,,https://doi.org/10.4066/biomedicalresearch-c1-026,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Resistance Training for Older Adults: Position Statement From the National Strength and Conditioning Association.,Fragala MS; Cadore EL; Dorgo S; Izquierdo M; Kraemer WJ; Peterson MD; Ryan ED,2019.0,Journal of strength and conditioning research,,31343601.0,https://pubmed.ncbi.nlm.nih.gov/31343601/,Journal Article; Review; Consensus Statement,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Educating Medical Students in Counselling Older Adults about Exercise: The Impact of a Physical Activity Module,Jadczak Agathe Daria; Tam K.L.; Visvanathan R.,2018.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2017.44,,https://doi.org/10.14283/jfa.2017.44,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Impairment of an Endothelial NAD(+)-H(2)S Signaling Network Is a Reversible Cause of Vascular Aging.,Das A; Huang GX; Bonkowski MS; Longchamp A; Li C; Schultz MB; Kim LJ; Osborne B,2018.0,Cell,,29570999.0,https://pubmed.ncbi.nlm.nih.gov/29570999/,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
The Human Intestinal Microbiome in Health and Disease.,Lynch SV; Pedersen O,2016.0,The New England journal of medicine,,27974040.0,https://pubmed.ncbi.nlm.nih.gov/27974040/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Effects of Prolonged Hypertrophic Resistance Training on Acute Endocrine Responses in Young and Older Men,Walker Simon; Santolamazza Fabrizio; Kraemer William; Häkkinen Keijo,2015.0,Journal of Aging and Physical Activity,10.1123/japa.23.2.230,,https://doi.org/10.1123/japa.23.2.230,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"ASSOCIATION BETWEEN BERG BALANCE, PHYSIOLOGICAL PROFILE ASSESSMENT AND PHYSICAL ACTIVITY, PHYSICAL FUNCTION AND BODY COMPOSITION: A CROSS-SECTIONAL STUDY",SMEE D.J.; BERRY H.L.; WADDINGTON G.; ANSON J.,2015.0,The Journal of Frailty &amp; Aging,10.14283/jfa.2015.57,,https://doi.org/10.14283/jfa.2015.57,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,cross-sectional,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Resveratrol Up-Regulates the Erythrocyte Plasma Membrane Redox System and Mitigates Oxidation-Induced Alterations in Erythrocytes During Aging in Humans,Pandey Kanti Bhooshan; Rizvi Syed Ibrahim,2013.0,Rejuvenation Research,10.1089/rej.2013.1419,,https://doi.org/10.1089/rej.2013.1419,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,animal_experiment,human,supplements,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Crystal structure of human nicotinamide riboside kinase (NRK1) in complex with nicotinamide mononucleotide (NMN),Khan J.A.; Xiang S.; Tong L.,2007.0,Worldwide Protein Data Bank,10.2210/pdb2qg6/pdb,,https://doi.org/10.2210/pdb2qg6/pdb,dataset,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Exercise Training for Older Adults with Limitations in Physical Function,Peel Claire; Utsey Carolyn; MacGregor Jan,1999.0,Journal of Aging and Physical Activity,10.1123/japa.7.1.62,,https://doi.org/10.1123/japa.7.1.62,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Impact of probiotic supplementation in lactating sows on immune and oxidative stress biomarkers, short-chain fatty acids, piglet performance, and fecal microbiome",; Srisang Chutikan,,,10.58837/chula.the.2023.1067,,https://doi.org/10.58837/chula.the.2023.1067,dissertation,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Figure 2—figure supplement 4. Age-related changes in DNA methylation of the ten WLMT clock sites with highest positive weights.,,,,10.7554/elife.40675.012,,https://doi.org/10.7554/elife.40675.012,component,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,supplements,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Figure 2—figure supplement 5. Age-related changes in DNA methylation for the ten WLMT clock sites with lowest negative weights.,,,,10.7554/elife.40675.013,,https://doi.org/10.7554/elife.40675.013,component,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,50,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,supplements,surrogate_or_indirect,,epigenetic_alterations,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Longitudinal Bidirectional Associations between Physical Activity and Cognitive Ability in Older Adults across the United Kingdom, United States, and China.","Zhang X, Zhao J, Zhao B, Li X.",2026.0,Med Sci Sports Exerc,10.1249/mss.0000000000003911,41392396.0,,journal article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,45,priority_3_contextual_or_preclinical,abstract_or_metadata_only,No full text link captured,unclear_or_metadata_only,human,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Towards personalized nicotinamide mononucleotide (NMN) supplementation: nicotinamide adenine dinucleotide (NAD) concentration,Kuerec Ajla Hodzic; Wang Weilan; Yi Lin; Tao Rongsheng; Lin Zhigang; Vaidya Aditi; Pendse Sohal; Thasma Sornaraja,,,10.1101/2024.02.19.24303025,,https://doi.org/10.1101/2024.02.19.24303025,posted-content,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,40,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,animal_experiment,human,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Senolytic therapy combining Dasatinib and Quercetin restores the chondrogenic phenotype of human osteoarthritic chondrocytes by promoting the release of pro-anabolic mediators,Maurer Svenja; Kirsch Valeria; Ruths Leonie; Brenner Rolf E.; Riegger Jana,,,10.1101/2024.04.04.588076,,https://doi.org/10.1101/2024.04.04.588076,posted-content,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,40,priority_3_contextual_or_preclinical,link_available,Full text link or landing page available,unclear_or_metadata_only,human,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
